timestamp,close,high,low,trade_count,open,volume,vwap,symbol,fast_ema,slow_ema,signal,mean,std,upper,lower
2025-04-24 08:00:00+00:00,976.5,976.78,976.5,36,976.78,416,976.631455,COST,,,hold,,,,
2025-04-24 08:15:00+00:00,973.03,973.03,973.03,1,973.03,100,973.03,COST,,,hold,,,,
2025-04-24 11:25:00+00:00,972.82,972.82,972.82,6,972.82,140,972.82,COST,,,hold,,,,
2025-04-24 12:00:00+00:00,971.11,971.11,971.11,114,971.11,784,971.11,COST,,,hold,,,,
2025-04-24 12:40:00+00:00,976.05,976.05,976.05,6,976.05,105,976.05,COST,973.902,,hold,,,,
2025-04-24 12:50:00+00:00,974.84,974.84,974.84,5,974.84,105,974.84,COST,973.57,,hold,,,,
2025-04-24 13:10:00+00:00,974.87,974.87,974.87,11,974.87,219,974.87,COST,973.9380000000001,,hold,,,,
2025-04-24 13:20:00+00:00,975.75,975.75,975.75,6,975.75,113,975.75,COST,974.524,,hold,,,,
2025-04-24 13:30:00+00:00,968.0,974.0,964.65,3215,973.6,64155,970.987883,COST,973.902,,hold,,,,
2025-04-24 13:35:00+00:00,963.7499,967.55,960.71,2208,967.0,43441,964.466489,COST,971.44198,,hold,,,,
2025-04-24 13:40:00+00:00,965.45,966.48,963.28,1748,963.38,95125,965.704346,COST,969.5639800000001,,hold,,,,
2025-04-24 13:45:00+00:00,965.5025,967.8239,965.1512,1417,965.55,23636,966.396503,COST,967.69048,,hold,,,,
2025-04-24 13:50:00+00:00,967.25,968.0,964.74,1582,966.29,27180,966.069277,COST,965.99048,,hold,,,,
2025-04-24 13:55:00+00:00,968.915,970.8799,967.74,1616,967.99,36392,968.979215,COST,966.17348,,hold,,,,
2025-04-24 14:00:00+00:00,970.7799,971.68,969.2001,1289,969.71,22495,970.316896,COST,967.57948,,hold,,,,
2025-04-24 14:05:00+00:00,971.81,972.6,970.92,955,971.23,15117,971.793554,COST,968.85148,,hold,,,,
2025-04-24 14:10:00+00:00,972.54,972.87,970.56,1006,972.2,21959,971.264711,COST,970.25898,,hold,,,,
2025-04-24 14:15:00+00:00,973.55,973.78,972.23,659,972.315,13508,972.60919,COST,971.51898,,hold,,,,
2025-04-24 14:20:00+00:00,974.11,975.0136,973.92,793,974.0,16138,974.488264,COST,972.5579799999999,,hold,,,,
2025-04-24 14:25:00+00:00,973.57,974.26,973.055,1181,974.26,11438,973.478804,COST,973.116,971.509865,hold,971.509865,3.819189628190642,977.2386494422859,965.7810805577141
2025-04-24 14:30:00+00:00,975.2,975.2,973.01,959,973.25,17539,974.234268,COST,973.7939999999999,971.444865,hold,971.444865,3.7400332668482594,977.0549149002725,965.8348150997276
2025-04-24 14:35:00+00:00,974.0,975.28,973.8955,816,974.925,13247,974.458369,COST,974.086,971.493365,hold,971.493365,3.767856746672759,977.1451501200091,965.841579879991
2025-04-24 14:40:00+00:00,972.75,974.64,972.28,1080,974.0,25519,973.219855,COST,973.926,971.4898650000001,hold,971.4898650000001,3.7665918624380135,977.1397527936572,965.8399772063431
2025-04-24 14:45:00+00:00,972.05,973.215,971.16,774,972.2901,11989,972.272089,COST,973.5139999999999,971.536865,hold,971.536865,3.767467002652973,977.1880655039795,965.8856644960206
2025-04-24 14:50:00+00:00,973.3,973.3,972.05,663,972.05,8886,972.640026,COST,973.46,971.399365,hold,971.399365,3.6421832463907684,976.8626398695861,965.9360901304138
2025-04-24 14:55:00+00:00,972.36,974.4899,972.13,651,973.53,10095,973.432262,COST,972.892,971.2753650000001,hold,971.2753650000001,3.560173026586911,976.6156245398804,965.9351054601198
2025-04-24 15:00:00+00:00,972.08,972.76,971.08,860,972.53,15063,972.26299,COST,972.508,971.135865,hold,971.135865,3.46530654302499,976.3338248145375,965.9379051854625
2025-04-24 15:05:00+00:00,972.75,973.55,972.18,737,972.49,12190,972.846459,COST,972.508,970.985865,hold,970.985865,3.3168138588069684,975.9610857882104,966.0106442117896
2025-04-24 15:10:00+00:00,974.735,975.0,972.79,782,972.79,16760,974.319774,COST,973.0449999999998,971.3226149999998,hold,971.3226149999998,3.3395275548740857,976.331906332311,966.3133236676887
2025-04-24 15:15:00+00:00,973.0275,975.3499,973.0,570,975.3499,8736,973.908911,COST,972.9905000000001,971.786495,hold,971.786495,2.8391378306719335,976.0452017460078,967.5277882539921
2025-04-24 15:20:00+00:00,971.2,972.91,971.102,773,972.91,11510,972.329555,COST,972.7584999999999,972.073995,hold,972.073995,2.424578653677414,975.7108629805161,968.4371270194838
2025-04-24 15:25:00+00:00,970.0,971.28,968.38,1188,971.0,19573,970.189272,COST,972.3425,972.29887,hold,972.29887,1.9439323239518693,975.2147684859277,969.3829715140722
2025-04-24 15:30:00+00:00,971.99,971.99,969.56,874,969.78,16964,970.955048,COST,972.1905,972.53587,hold,972.53587,1.5437397708502472,974.8514796562754,970.2202603437247
2025-04-24 15:35:00+00:00,971.28,971.9756,970.96,497,971.75,6267,971.597042,COST,971.4994999999999,972.6541199999999,hold,972.6541199999999,1.3271728117355164,974.6448792176031,970.6633607823967
2025-04-24 15:40:00+00:00,970.11,972.39,970.11,667,971.67,11037,971.31899,COST,970.9159999999999,972.6206249999999,buy,972.6206249999999,1.384192210517511,974.6969133157762,970.5443366842236
2025-04-24 15:45:00+00:00,971.505,971.51,970.53,490,970.6806,10762,970.910097,COST,970.9770000000001,972.6053750000001,hold,972.6053750000001,1.3952292480466166,974.69821887207,970.5125311279302
